ATSC5d,ATSC4i,SlogP_VSA1,GATS2v,VSA_EState6,ATSC5p,ATSC3v,AATSC0are,ATSC5v,FilterItLogS,PEOE_VSA9.1,ATSC4p,ATSC6Z,PEOE_VSA10.1,TpiPC10,HallKierAlpha,ATSC4dv,ATSC3Z,SLogP,ATSC7v,ATSC6are,GATS2p,ATSC4pe,GATS2i,ATSC3d,GATS2pe,IC2,VSA_EState8,MinEStateIndex,ATSC3are,MaxEStateIndex,ATSC2dv,ATSC8Z,SssCH2,ATSC4v,MATS1i,VSA_EState3,MATS2p,PEOE_VSA1.1,SMR_VSA1.1,JGI4,ATSC0pe,MinAbsEStateIndex,ATSC1d,ATSC7pe,qed,ATSC5dv,SMR_VSA1,ATSC6p,SdssC,VSA_EState3.1,MATS2Z,GATS2m,AATS2i,AATSC0Z,MATS2i,ATSC3i,VSA_EState6.1,ATSC7Z,ATSC7d,Target
-2.913580247,-5.156127189,5.733667477,1.235047385,0,-0.648607566,-184.4854035,0.318288889,-188.0089023,2.048894017,0,-3.23611954,-106.4513032,2.823684157,4.890349128,0.22,8.264627682,54.63374486,-1.2732,99.33362595,0.580044444,1.34073901,1.033044719,1.566666667,-13.96296296,0.475826691,3.569702317,-0.039375,-6.146741938,1.1429,12.55867347,113.9993734,116.4224966,-0.895748457,-630.359015,0.121681432,5.913557099,0.044850225,30.41129476,44.86990985,0.029473684,7.55862963,0.984522077,6.802469136,-3.126161866,0.328290335,-99.73782791,33.81027038,-1.147627353,0,-0.883639613,0.144792166,0.911879258,157.5242823,17.70644719,-0.065454987,-16.73380151,0,-33.62688615,5.135802469,0
-19.50988554,10.8812943,10.58965313,0.955384079,9.853375603,-1.304198141,251.4269216,0.123649948,-963.5757717,-3.339085956,37.78538997,-0.918194617,-173.3777315,0,7.638499259,-2.52,-153.8251821,9.6566077,1.3839,206.1950388,-0.715967638,0.982315226,-2.957379136,1.168590112,-11.46201873,0.91219694,4.505027416,7.644642425,-5.520712449,-0.11808231,14.59234878,55.20915713,-20.29240375,5.926876385,-323.366617,-0.215695408,7.817631298,0.061141884,14.53668242,53.39567394,0.036288889,7.232898387,0.66648821,18.37565036,-2.01445065,0.614045374,-139.2133195,9.531400138,-9.139820353,0.105955564,5.709660875,0.078074069,0.91575919,162.4572124,7.495317378,0.013394149,21.57659404,-8.480516201,-34.58480749,6.352757544,0
-8.618265595,25.79008792,26.25784947,1.043274211,5.468085169,3.878479808,-1741.326441,0.119734913,1034.613782,-5.852233601,47.0240831,1.488500232,-230.9834594,2.823684157,7.436562019,-2.36,-42.70652174,-139.8766541,3.2935,-579.9109926,-1.719337559,1.093165168,-2.369855435,1.124152665,-5.640949905,0.949739607,4.941083967,12.8695998,-6.472641851,0.096650414,15.20083905,10.45415879,47.22448015,3.702427424,-37.94228865,-0.025102937,13.863342,0.088839595,36.06864436,100.393334,0.043151515,10.46727391,1.555460825,19.88043478,-1.855112807,0.192994103,-34.74338374,28.90619062,-4.568033479,-0.685589371,1.702213227,0.064460745,0.970107602,157.4548088,7.311436673,0.075644533,-63.76980682,-13.83159212,-118.4787335,-8.185845936,0
-1.248204539,-1.918394425,0,1.340892626,0,-0.108155092,-189.3687292,0.128842287,22.91435013,-3.22031719,17.64307028,-0.346447261,9.268600977,5.783244946,6.419994928,-1.2,-3.465670784,-31.00976731,3.4751,-476.1876881,0.100465384,1.424103213,0.295027032,1.422441291,-4.564492962,0.627337162,4.095809524,2.120027212,-5.371963512,-1.093665613,13.86579964,9.75782821,-34.29043378,8.325937919,-58.40523751,0.077237561,28.74353183,-0.185705684,15.32642457,67.40901418,0.028928571,7.184779661,2.589863626,5.762711864,-1.825562884,0.347612695,-22.70611893,24.90865655,-0.663138952,-0.662085768,10.93658845,-0.072123192,1.050805354,152.7993917,7.391554151,-0.183382662,-6.998311261,-5.606990285,-122.0499856,-0.996552715,0
-1.691358025,-6.53280968,5.316788604,1.030427003,17.33323534,-2.057566514,-1367.055576,0.114508894,287.9861454,-4.771049483,20.9723018,-3.692694362,-17.4829932,12.24637152,7.684841413,-2.86,-0.102040816,-198.8117914,3.0514,-432.7114367,-2.162629932,1.058102229,-0.984497959,1.104236681,-13.45679012,0.66535661,4.746345399,6.353437885,-5.495843438,-1.004093222,14.4552741,-25.26077098,141.5419501,3.390850389,-1005.094267,-0.031316884,21.40061203,0.024704565,20.42733947,60.97053096,0.042626263,6.864542857,1.322720959,11.50617284,-2.257855102,0.606054228,112.0634921,19.80212916,0.108443429,-1.263417423,6.049444682,0.022195737,0.914365764,152.8936381,7.315192744,0.071202567,-22.46345136,-14.68923792,-155.7687075,2.407407407,0
3.298271605,-22.54448434,0,0.979778421,-1.16989376,0.597470054,-784.5983282,0.131906667,-10.25112844,-1.115315758,10.42686267,-3.381233713,16.80444444,12.73857548,7.090909822,-1.24,-6.471550069,-198.08,1.4062,-493.8289735,-1.2975,1.040080339,0.574672642,1.140300066,-3.428148148,0.665133605,4.258302541,5.763505205,-4.29764087,1.5547,13.40180863,40.47281207,-159.2355556,6.844581512,51.48765664,-0.246753584,9.25355502,0.110573782,14.90862765,44.85457079,0.054749104,5.580457778,0.397246551,12.11209877,-1.27279842,0.482359816,-30.33245542,14.69560176,4.707599581,-1.078847545,0.109678531,0.120952934,0.943575709,157.781246,10.78222222,0.081001877,-20.26577826,-7.804104886,-154.2577778,-6.499753086,0
2.88712522,9.225419074,0,0.897519491,-1.187942721,0.558355942,-1993.456997,0.139375258,23.58191095,-2.644556518,15.84185314,3.683683423,21.7510708,15.48009259,7.328437353,-1.77,-32.04034042,-247.8664651,2.4116,94.91116114,-1.362717561,0.9535581,-1.042841975,1.030203159,-0.646510456,0.727772508,4.241434742,10.51697909,-4.765217803,1.981295742,13.98643234,75.92472215,-172.6359284,6.26794421,1005.19201,-0.288482556,-0.175552301,0.19131617,19.27354537,69.09236981,0.051151762,8.226422222,0.757405636,16.78886369,-0.945861728,0.213654797,-0.866157162,23.85733746,2.776706739,-1.158366306,-4.005159991,0.170892108,0.902395991,158.9474405,9.967246158,0.16111472,-64.98107768,-8.878149736,-70.86218191,-2.202317964,0
7.705182174,-7.361280264,28.25145851,1.281927146,-3.454383432,2.70871981,-299.9482646,0.221562055,47.56166632,4.821580556,41.89766563,-0.80354045,39.93830745,78.17493492,7.274479559,-1.17,-129.6135869,136.8526637,-8.4242,-1119.280763,-0.275648352,1.526243241,-4.626627246,1.594130212,-8.151836261,0.991086025,4.661318576,-0.898447133,-6.36608501,7.345749456,14.68672086,-13.80766439,-43.39454202,-1.096960028,-409.8420959,0.107080653,84.85156989,-0.157191627,88.0065986,112.9587557,0.052156863,16.75251807,1.335754999,19.41747714,-0.638300276,0.113063794,-70.26070547,64.59420816,2.143917909,-0.845165471,29.12280797,-0.071079184,1.006161324,158.25337,8.724052838,-0.175019634,-15.63251015,-17.19322632,-105.1428364,-20.62636087,0
6.5,2.476103453,5.733667477,1.247614162,-1.148161566,3.038855592,-950.4100043,0.172166945,-140.6141388,3.002491677,119.0230138,-1.701296498,346.5293006,20.8776779,8.052614819,-3.44,10.37807183,-227.268431,0.7117,12.54349046,11.30814874,1.388140988,6.818205104,1.411559943,-21.25,0.840653636,4.924977313,6.742208246,-6.678434386,-5.60701746,14.76904586,-37.45746692,130.8393195,-3.069381979,-715.1933651,0.090101465,118.1209222,-0.164200291,80.86405889,169.8026138,0.03436214,21.93377174,1.675908538,19,-4.848864839,0.173524051,-133.2967864,84.70832753,3.382091184,-2.182247229,42.48874002,-0.023672731,0.991099007,153.2617014,8.006301197,-0.170889859,-16.01207437,-41.17056497,-100.1153119,2.5,0
-10.67233728,-33.27683271,5.316788604,0.807399703,10.94945554,1.431517299,670.6622488,0.187732655,-517.3270509,-3.777542586,25.16205428,-5.213640968,-82.75,7.188621334,8.587226355,-3.6,-127.334977,3,2.5587,-152.7395513,-2.36331446,0.819837073,-1.798178402,0.950425737,-3.12795858,0.655192324,4.764458286,3.145121536,-5.989921905,-1.361951701,14.04056969,120.724359,229,0.106940636,-670.6361625,-0.303299549,2.548472116,0.182978395,19.52040221,61.04447342,0.047434343,8.835623077,0.636465559,14.44452663,-0.991543047,0.529228957,-143.4490467,32.21746021,-5.098167635,-2.083715647,-0.636465559,0.18632388,0.738801447,157.604551,10.36538462,0.14725755,5.347228971,-9.197158029,-130.25,3.348002959,0
-5.618832051,0.657027345,14.77574642,0.9015686,20.97479591,-0.817213528,-108.8633121,0.120528565,-300.4688002,-6.699397726,60.50805661,-1.443677816,56.32639203,5.749511833,9.673636743,-3.32,-32.62124642,-93.4056134,4.5117,-491.577399,1.646011408,1.102219165,-0.242106926,1.173738069,0.424626528,0.752857577,4.287279856,0,-5.689777363,-2.661498416,12.55389215,50.96247674,-189.5187868,0,-227.8549689,-0.093293991,5.432445909,-0.084554139,10.04667631,39.28123955,0.043851852,5.294140426,0.00320968,9.655047533,1.398476822,0.487707925,-73.15980081,13.15465994,-0.459973764,0,-1.363457232,-0.08882757,1.045972468,150.1791678,9.93843368,-0.115265501,0.626613899,-11.18154768,-97.34766863,-12.93390675,0
-0.792899408,-12.44978382,5.559266895,0.8348888,11.24328042,1.76029244,-130.0775667,0.101839053,110.4032647,-1.876755058,13.91193761,-3.285980061,-76.66863905,0,7.673473816,-1.77,-50.26627219,-52.76923077,1.48442,-18.60955751,-0.431939053,0.915867551,-0.63263003,1.300417597,-12.46153846,0.774873444,3.555269045,1.9175,-3.27272782,-0.785753846,12.43478175,22.37278107,56.4852071,0,-643.7351205,-0.141335395,0,0.017880683,0,16.44910267,0.037569444,2.533496154,0.012479214,8.686390533,0.352139201,0.665623564,-57.67455621,0,-2.438428527,0,0,0.184804057,0.74680634,157.5867877,7.130177515,-0.180275673,9.202459062,-5.41984934,14.27218935,3.124260355,0
1.478626431,-1.945651022,31.32080597,1.094211025,14.73747466,1.648848531,-467.7267877,0.166702951,52.47530158,-5.765967342,77.48484826,1.039486804,-158.4917378,65.84643256,9.329594547,-7.55,-30.29906348,-25.32024974,-0.9271,-113.7469957,-0.18737856,1.190562387,-4.0709441,1.310395745,-7.982476587,0.743627997,5.272146164,5.467857018,-6.860983583,2.171686622,16.73893875,40.39130073,-96.42052029,1.445189907,446.3130082,-0.013887189,111.248702,-0.070307786,87.0650229,172.2118622,0.040025418,23.77367355,1.487681014,31.75508845,-1.9457081,0.067868621,72.46884495,84.2573698,-3.162826177,-8.368463298,23.21239123,0.001420212,0.888184424,153.9119015,7.888616025,-0.091076117,31.538418,-72.57689622,3.048033299,-16.46539022,0
-1.357907253,-3.227524662,4.736862954,0.893528019,6.778864324,-0.438864319,-88.93240206,0.154867063,-212.2116233,-2.209862448,16.63326235,-0.540724405,0,5.749511833,6.947276428,-1.84,-64,-4,1.4578,-125.760014,1.80847717,0.926263277,-1.678584423,1.020293579,-9.31510107,0.80839897,4.211260736,0.531444318,-3.526003283,-0.963097384,12.76435103,18,1,1.770157313,-327.586256,-0.24709794,0,0.068414915,4.736862954,32.14579855,0.041234568,4.142275862,0.428986087,6.799048751,0.492376457,0.707268715,-36,14.32593732,-1.522723288,-0.300026744,0,0.055266805,0.838882238,155.6128527,7.655172414,0.077716331,-6.500435495,-4.56375,28,-1.325802616,0
